"","Specie","Total_length","Estándar_length","Fork_length","Total_weight","Sex","Taxonomic_family"
"2493","Caranx crysos",30.5,23.5,26.2,328,"Hembra","Carangidae"
"2494","Mugil incilis",23.1,18.9,21.5,118,"Hembra","Mugilidae"
"2495","Mugil incilis",30.2,24.7,28.6,267,"Hembra","Mugilidae"
"2496","Mugil incilis",21.5,17.8,20.1,90,"Macho","Mugilidae"
"2497","Mugil incilis",28.7,22.3,25.5,190,"Macho","Mugilidae"
"2498","Mugil incilis",34,28,31.6,295,"Hembra","Mugilidae"
"2499","Mugil incilis",29.3,22,26.4,178,"Hembra","Mugilidae"
"2500","Caranx crysos",28.5,21.8,24.1,271,"Hembra","Carangidae"
"2501","Caranx crysos",27.2,20.1,23,226,"Macho","Carangidae"
"2502","Caranx crysos",28.5,22.1,24.6,277,"Hembra","Carangidae"
"2503","Caranx crysos",30.5,23.3,26.2,323,"Macho","Carangidae"
"2504","Caranx crysos",29,22.4,25,281,"Hembra","Carangidae"
"2505","Mugil incilis",20.9,16.7,19,67,"Macho","Mugilidae"
"2506","Mugil incilis",21.7,17.8,20.2,85,"Hembra","Mugilidae"
"2507","Mugil incilis",18.2,14.7,16.8,56,"Hembra","Mugilidae"
"2508","Eugerres plumieri",19.7,14.6,16.3,123,"Hembra","Gerreidae"
"2509","Mugil incilis",31.4,24,28.5,235,"Hembra","Mugilidae"
"2510","Mugil incilis",29.7,23.6,27,167,"Hembra","Mugilidae"
"2511","Mugil incilis",31.8,25.8,29.2,250,"Hembra","Mugilidae"
"2512","Mugil incilis",35,28.5,32.1,310,"Hembra","Mugilidae"
"2513","Mugil incilis",20.4,16.5,18.8,80,"Hembra","Mugilidae"
"2514","Mugil incilis",19.4,15.7,18,68,"Hembra","Mugilidae"
"2515","Mugil incilis",20,16,18.1,69,"Macho","Mugilidae"
"2516","Mugil incilis",19.3,15.5,17.5,59,"Macho","Mugilidae"
"2517","Mugil incilis",18.1,14.6,16.5,43,"Hembra","Mugilidae"
"2518","Mugil incilis",34.8,27.9,31.6,291,"Macho","Mugilidae"
"2519","Mugil incilis",29.2,23.3,26.6,217,"Hembra","Mugilidae"
"2520","Mugil incilis",35,27,31.7,328,"Hembra","Mugilidae"
"2521","Mugil incilis",34,27.8,31.5,268,"Hembra","Mugilidae"
"2522","Mugil incilis",31.6,25.2,29,260,"Hembra","Mugilidae"
"2523","Mugil incilis",29.3,23.7,26.9,200,"Hembra","Mugilidae"
"2524","Mugil incilis",34.5,27,31.5,277,"Macho","Mugilidae"
"2525","Mugil incilis",33.8,26,31,307,"Macho","Mugilidae"
"2526","Mugil incilis",28.7,21.8,26,213,"Hembra","Mugilidae"
"2527","Caranx crysos",29.5,23,25.2,305,"Hembra","Carangidae"
"2528","Caranx crysos",27.7,21.3,23.5,228,"Hembra","Carangidae"
"2529","Caranx crysos",27.3,20.9,23.5,228,"Hembra","Carangidae"
"2530","Mugil incilis",35.2,27.2,32,330,"Hembra","Mugilidae"
"2531","Mugil incilis",20,16.1,18.3,71,"Hembra","Mugilidae"
"2532","Mugil incilis",21.5,17.1,19.5,76,"Hembra","Mugilidae"
"2533","Mugil incilis",31.4,24,28.4,260,"Hembra","Mugilidae"
"2534","Mugil incilis",32.3,25,29.5,230,"Macho","Mugilidae"
"2535","Mugil incilis",26.8,20.5,24.3,171,"Hembra","Mugilidae"
"2536","Mugil incilis",28.7,23.1,26.2,166,"Hembra","Mugilidae"
"2537","Caranx crysos",29,22,24.5,293,"Hembra","Carangidae"
"2538","Caranx crysos",25.5,19.5,21.5,189,"Hembra","Carangidae"
"2539","Caranx crysos",30.9,23.5,26,320,"Hembra","Carangidae"
"2540","Caranx crysos",30.2,23.2,25.7,320,"Macho","Carangidae"
"2541","Mugil incilis",34.7,28.8,31.7,252,"Macho","Mugilidae"
"2542","Mugil incilis",22.6,18.3,20.9,111,"Hembra","Mugilidae"
"2543","Mugil incilis",21.8,17.4,20,87,"Hembra","Mugilidae"
"2544","Mugil incilis",22.8,18.5,21,87,"Hembra","Mugilidae"
"2545","Mugil incilis",21.6,17.5,19.8,76,"Hembra","Mugilidae"
"2546","Mugil incilis",18.1,14.7,16.8,53,"Hembra","Mugilidae"
"2547","Mugil incilis",19.3,15.4,17.5,55,"Hembra","Mugilidae"
"2548","Caranx crysos",20,15.4,17.4,120,"Macho","Carangidae"
"2549","Caranx crysos",20.5,15.3,17.2,111,"Hembra","Carangidae"
"2550","Caranx crysos",21.6,16.4,18.5,145,"Macho","Carangidae"
"2551","Caranx crysos",20,15.1,17.4,111,"Hembra","Carangidae"
"2552","Mugil incilis",40.5,31.3,37.5,468,"Hembra","Mugilidae"
"2553","Mugil incilis",44.8,35,41,618,"Hembra","Mugilidae"
"2554","Mugil incilis",32.3,24.7,29.3,287,"Macho","Mugilidae"
"2555","Mugil incilis",31.3,25,28.9,209,"Macho","Mugilidae"
"2556","Mugil incilis",20.2,16.4,18.5,79,"Hembra","Mugilidae"
"2557","Mugil incilis",21,17,19.2,89,"Hembra","Mugilidae"
"2558","Mugil incilis",30,23,27.5,209,"Hembra","Mugilidae"
"2559","Lutjanus synagris",29.2,23.5,27.3,385,"Hembra","Lutjanidae"
"2560","Lutjanus synagris",36.2,28.6,33.9,675,"Hembra","Lutjanidae"
"2561","Lutjanus synagris",20.1,15.7,18.5,108,"Hembra","Lutjanidae"
"2562","Mugil incilis",30.2,23.3,27.5,201,"Hembra","Mugilidae"
"2563","Mugil incilis",33.2,25.7,30.5,242,"Hembra","Mugilidae"
"2564","Mugil incilis",35.6,28,32.5,312,"Hembra","Mugilidae"
"2565","Mugil incilis",33.1,25.8,30.3,296,"Hembra","Mugilidae"
"2566","Mugil incilis",35.2,27,32.3,332,"Hembra","Mugilidae"
"2567","Caranx crysos",33,25.4,28.5,458,"Macho","Carangidae"
"2568","Mugil incilis",33.5,26,30.6,271,"Hembra","Mugilidae"
"2569","Mugil incilis",30.5,23.2,27.3,230,"Macho","Mugilidae"
"2570","Mugil incilis",34.6,26.3,31.1,233,"Hembra","Mugilidae"
"2571","Mugil incilis",29.3,22.5,26.6,204,"Macho","Mugilidae"
"2572","Mugil incilis",30.5,22.8,27.4,235,"Hembra","Mugilidae"
"2573","Mugil incilis",34,26.2,31.2,308,"Macho","Mugilidae"
"2574","Lutjanus synagris",24.5,19.7,23,195,"Macho","Lutjanidae"
"2575","Lutjanus synagris",23.9,19.1,22.7,184,"Hembra","Lutjanidae"
"2576","Mugil incilis",39.1,30,35.7,429,"Hembra","Mugilidae"
"2577","Mugil incilis",35.9,27,32.6,346,"Hembra","Mugilidae"
"2578","Mugil incilis",28.8,22.8,26.1,215,"Macho","Mugilidae"
"2579","Mugil incilis",35.2,28.1,32.4,375,"Hembra","Mugilidae"
"2580","Mugil incilis",34,27.5,31.4,299,"Hembra","Mugilidae"
"2581","Mugil incilis",32.3,25.9,29.5,290,"Macho","Mugilidae"
"2582","Caranx crysos",31.7,24,26.5,360,"Macho","Carangidae"
"2583","Caranx crysos",30.6,23.5,26,332,"Hembra","Carangidae"
"2584","Caranx crysos",29.2,22.5,24.9,289,"Hembra","Carangidae"
"2585","Caranx crysos",26.4,20.4,22.6,198,"Macho","Carangidae"
"2586","Caranx crysos",28.2,21.3,23.6,250,"Hembra","Carangidae"
"2587","Caranx crysos",31,23.8,26.4,363,"Hembra","Carangidae"
"2588","Caranx crysos",28.2,21.7,24,253,"Hembra","Carangidae"
"2589","Mugil incilis",31,24.2,28.5,225,"Macho","Mugilidae"
"2590","Mugil incilis",29.5,22.5,27,202,"Hembra","Mugilidae"
"2591","Mugil incilis",32.7,25.5,30,277,"Hembra","Mugilidae"
"2592","Mugil incilis",31,23.5,28.2,244,"Macho","Mugilidae"
"2593","Mugil incilis",33.8,27.2,30.8,370,"Hembra","Mugilidae"
"2594","Mugil incilis",39.8,32.5,36.8,425,"Hembra","Mugilidae"
"2595","Mugil incilis",33.5,27.3,31,287,"Macho","Mugilidae"
"2596","Lutjanus synagris",27.5,22.1,25.7,305,"Hembra","Lutjanidae"
"2597","Mugil incilis",32,24.4,28.8,244,"Macho","Mugilidae"
"2598","Mugil incilis",36.2,27.7,32.8,301,"Hembra","Mugilidae"
"2599","Mugil incilis",35.3,28.1,31.9,300,"Hembra","Mugilidae"
"2600","Caranx crysos",22.5,17.2,19.1,139,"Hembra","Carangidae"
"2601","Caranx crysos",21.4,16.2,18.4,120,"Macho","Carangidae"
"2602","Caranx crysos",33.4,25.6,28.5,466,"Macho","Carangidae"
"2603","Caranx crysos",32.5,25.1,27.8,417,"Macho","Carangidae"
"2604","Caranx crysos",30.3,23.7,26.2,337,"Macho","Carangidae"
"2605","Caranx crysos",31.5,24.5,27,365,"Hembra","Carangidae"
"2606","Mugil incilis",24.8,20,23,145,"Hembra","Mugilidae"
"2607","Mugil incilis",22.6,18.6,21,112,"Hembra","Mugilidae"
"2608","Mugil incilis",20.2,16.3,18.7,80,"Hembra","Mugilidae"
"2609","Mugil incilis",30.6,24.2,27.6,186,"Hembra","Mugilidae"
"2610","Mugil incilis",32.6,24.8,29.7,238,"Hembra","Mugilidae"
"2611","Mugil incilis",32.2,24.7,29.1,265,"Macho","Mugilidae"
"2612","Mugil incilis",29.7,22.5,26.7,211,"Macho","Mugilidae"
"2613","Mugil incilis",18.6,15,17.1,58,"Hembra","Mugilidae"
"2614","Mugil incilis",21.4,17.2,19.5,90,"Hembra","Mugilidae"
"2615","Mugil incilis",22.7,18.2,21,117,"Hembra","Mugilidae"
"2616","Mugil incilis",34.1,27.2,30.9,280,"Macho","Mugilidae"
"2617","Mugil incilis",30.8,24.5,27.8,200,"Macho","Mugilidae"
"2618","Mugil incilis",35.6,28,32.5,300,"Hembra","Mugilidae"
"2619","Mugil incilis",34.3,26,31.2,310,"Hembra","Mugilidae"
"2620","Mugil incilis",32.5,24.5,29.3,270,"Hembra","Mugilidae"
"2621","Mugil incilis",30,23.5,27.7,248,"Macho","Mugilidae"
"2622","Mugil incilis",32.3,24.4,29.1,272,"Hembra","Mugilidae"
"2623","Mugil incilis",32.5,24.8,29.5,293,"Hembra","Mugilidae"
"2624","Mugil incilis",31.7,24,28.4,219,"Macho","Mugilidae"
"2625","Mugil incilis",31,23.7,28,230,"Hembra","Mugilidae"
"2626","Lutjanus synagris",13.7,11.5,13.3,37,"Macho","Lutjanidae"
"2627","Mugil incilis",36.6,29.5,33.5,360,"Hembra","Mugilidae"
"2628","Mugil incilis",33,25.5,30,297,"Hembra","Mugilidae"
"2629","Lutjanus synagris",23.7,19,22.2,183,"Hembra","Lutjanidae"
"2630","Lutjanus synagris",24,19,22.5,205,"Macho","Lutjanidae"
"2631","Lutjanus synagris",23.5,18.8,22,185,"Macho","Lutjanidae"
"2632","Lutjanus synagris",22,17.5,20.5,163,"Macho","Lutjanidae"
"2633","Mugil incilis",32.4,25.3,29.8,257,"Macho","Mugilidae"
"2634","Mugil incilis",30.2,23,27.2,208,"Macho","Mugilidae"
"2635","Mugil incilis",34.7,26.7,31.2,319,"Hembra","Mugilidae"
"2636","Mugil incilis",32.6,25.6,29.6,283,"Hembra","Mugilidae"
"2637","Mugil incilis",30.9,23.4,27.8,236,"Macho","Mugilidae"
"2638","Mugil incilis",32.1,25.3,29.2,258,"Macho","Mugilidae"
"2639","Lutjanus synagris",25.2,20.4,23.4,226,"Hembra","Lutjanidae"
"2640","Lutjanus synagris",21.3,16.8,19.8,137,"Macho","Lutjanidae"
"2641","Lutjanus synagris",23.4,19,22,190,"Hembra","Lutjanidae"
"2642","Lutjanus synagris",24.3,19,22.8,214,"Macho","Lutjanidae"
"2643","Lutjanus synagris",23.6,18.5,22,188,"Hembra","Lutjanidae"
"2644","Lutjanus synagris",23,18.4,21.6,191,"Macho","Lutjanidae"
"2645","Mugil incilis",33.3,26,30.7,300,"Hembra","Mugilidae"
"2646","Mugil incilis",32.2,25.8,29.5,264,"Hembra","Mugilidae"
"2647","Mugil incilis",27.8,21.8,25.4,159,"Macho","Mugilidae"
"2648","Lutjanus synagris",24.2,19.6,23.2,222,"Macho","Lutjanidae"
"2649","Lutjanus synagris",25.8,20.4,24.2,244,"Macho","Lutjanidae"
"2650","Lutjanus synagris",22.8,17.8,21,146,"Hembra","Lutjanidae"
"2651","Lutjanus synagris",24.3,19.2,23.4,215,"Macho","Lutjanidae"
"2652","Lutjanus synagris",26.4,20.6,25,249,"Macho","Lutjanidae"
"2653","Mugil incilis",37.5,29.5,34,364,"Hembra","Mugilidae"
"2654","Mugil incilis",29.6,22,26.4,230,"Macho","Mugilidae"
"2655","Mugil incilis",32.7,25.4,30,295,"Macho","Mugilidae"
"2656","Mugil incilis",34.4,27.4,31.2,261,"Hembra","Mugilidae"
"2657","Mugil incilis",37.7,30.2,34.5,377,"Hembra","Mugilidae"
"2658","Mugil incilis",33.3,26.8,30.5,278,"Macho","Mugilidae"
"2659","Mugil incilis",32.3,24.5,29.5,307,"Macho","Mugilidae"
"2660","Mugil incilis",41.6,32,38,535,"Hembra","Mugilidae"
"2661","Lutjanus synagris",27.7,22.1,25.8,320,"Macho","Lutjanidae"
"2662","Caranx crysos",31,23.4,26,333,"Macho","Carangidae"
"2663","Caranx crysos",29.3,22.1,24.6,283,"Hembra","Carangidae"
"2664","Caranx crysos",31.1,24,26.7,324,"Macho","Carangidae"
"2665","Mugil incilis",24.9,20.1,23.1,125,"Hembra","Mugilidae"
"2666","Mugil incilis",34.5,27.3,31.3,270,"Hembra","Mugilidae"
"2667","Mugil incilis",29.9,24,27.2,202,"Macho","Mugilidae"
"2668","Mugil incilis",32.6,25,29.5,314,"Macho","Mugilidae"
"2669","Mugil incilis",32.1,24.7,29.5,270,"Macho","Mugilidae"
"2670","Mugil incilis",32.6,25.8,29.6,242,"Hembra","Mugilidae"
"2671","Mugil incilis",31.4,25.1,28.7,220,"Macho","Mugilidae"
"2672","Mugil incilis",30.3,24.1,27.5,190,"Hembra","Mugilidae"
"2673","Caranx crysos",28.2,21.8,25,266,"Hembra","Carangidae"
"2674","Caranx crysos",27.5,21.4,23.6,231,"Hembra","Carangidae"
"2675","Caranx crysos",27,21.2,23.2,238,"Macho","Carangidae"
"2676","Caranx crysos",27.2,21.3,23.6,239,"Hembra","Carangidae"
"2677","Mugil incilis",34.7,27.5,31.6,316,"Hembra","Mugilidae"
"2678","Caranx crysos",30.4,23.4,25.9,315,"Macho","Carangidae"
"2679","Caranx crysos",26.6,20.5,22.5,208,"Macho","Carangidae"
"2680","Caranx crysos",28.1,21.6,25,268,"Hembra","Carangidae"
"2681","Caranx crysos",27.7,21.4,23.7,236,"Hembra","Carangidae"
"2682","Mugil incilis",33.4,26.6,30.7,260,"Hembra","Mugilidae"
"2683","Mugil incilis",34.5,27.9,31.5,345,"Hembra","Mugilidae"
"2684","Mugil incilis",33.8,27.2,31,370,"Hembra","Mugilidae"
"2685","Lutjanus synagris",23.7,18.8,22.2,178,"Hembra","Lutjanidae"
"2686","Lutjanus synagris",22.1,17.7,20.7,151,"Macho","Lutjanidae"
"2687","Lutjanus synagris",19.6,15.7,18.5,102,"Hembra","Lutjanidae"
"2688","Mugil incilis",26.8,21.9,24.8,169,"Hembra","Mugilidae"
"2689","Mugil incilis",23.3,19,21.8,109,"Hembra","Mugilidae"
"2690","Mugil incilis",18.3,14.7,17.9,58,"Hembra","Mugilidae"
"2691","Mugil incilis",34.4,26.9,31.5,300,"Hembra","Mugilidae"
"2692","Mugil incilis",35.4,27.2,32.2,340,"Hembra","Mugilidae"
"2693","Lutjanus synagris",20.6,16.4,19.5,112,"Hembra","Lutjanidae"
"2694","Lutjanus synagris",19.7,15.7,18.5,96,"Macho","Lutjanidae"
"2695","Mugil incilis",31.7,25,28.8,225,"Macho","Mugilidae"
"2696","Mugil incilis",31.5,24.8,28.6,247,"Hembra","Mugilidae"
"2697","Mugil incilis",31.4,25.3,28.5,220,"Macho","Mugilidae"
"2698","Eugerres plumieri",21.2,16.1,18,165,"Hembra","Gerreidae"
"2699","Eugerres plumieri",24.2,18.3,20,188,"Macho","Gerreidae"
"2700","Eugerres plumieri",19.8,13.5,16.5,111,"Macho","Gerreidae"
"2701","Mugil incilis",34.6,26.5,31.5,310,"Hembra","Mugilidae"
"2702","Mugil incilis",31.7,24.4,28.8,265,"Hembra","Mugilidae"
"2703","Mugil incilis",30.7,23.4,27.7,254,"Macho","Mugilidae"
"2704","Caranx crysos",27,20.7,23,215,"Hembra","Carangidae"
"2705","Mugil incilis",34.3,27.4,31.5,292,"Hembra","Mugilidae"
"2706","Mugil incilis",31.7,25,28.8,232,"Macho","Mugilidae"
"2707","Lutjanus synagris",20.5,16.5,19.3,113,"Hembra","Lutjanidae"
"2708","Mugil incilis",30.8,24.7,27.7,243,"Hembra","Mugilidae"
"2709","Mugil incilis",42.6,32.3,38.7,551,"Hembra","Mugilidae"
"2710","Mugil incilis",40.2,31.3,37,506,"Hembra","Mugilidae"
"2711","Mugil incilis",28.7,23,26.3,166,"Macho","Mugilidae"
"2712","Mugil incilis",37.3,30.2,34.2,335,"Hembra","Mugilidae"
"2713","Mugil incilis",35.1,27.5,31.9,273,"Macho","Mugilidae"
"2714","Mugil incilis",34.3,27,31.3,372,"Hembra","Mugilidae"
"2715","Mugil incilis",30,23.2,27.2,230,"Macho","Mugilidae"
"2716","Mugil incilis",33,25.5,29.6,307,"Macho","Mugilidae"
"2717","Eugerres plumieri",21.2,16.2,17.6,155,"Macho","Gerreidae"
"2718","Caranx crysos",25.5,19.3,21.4,178,"Macho","Carangidae"
"2719","Caranx crysos",26.7,19.7,22.2,201,"Hembra","Carangidae"
"2720","Caranx crysos",25.4,19.3,21.7,180,"Hembra","Carangidae"
"2721","Caranx crysos",24.6,18.8,21,157,"Macho","Carangidae"
"2722","Caranx crysos",25.5,19.5,21.7,179,"Hembra","Carangidae"
"2723","Caranx crysos",28.2,21.7,24.5,262,"Hembra","Carangidae"
"2724","Lutjanus synagris",20.3,16,19,119,"Macho","Lutjanidae"
"2725","Lutjanus synagris",19.3,15.5,18.2,106,"Hembra","Lutjanidae"
"2726","Lutjanus synagris",21.2,17.4,20.1,124,"Hembra","Lutjanidae"
"2727","Lutjanus synagris",20.2,16.1,19,111,"Hembra","Lutjanidae"
"2728","Lutjanus synagris",20.6,16.4,19.3,117,"Macho","Lutjanidae"
"2729","Lutjanus synagris",20,15.8,18.7,115,"Macho","Lutjanidae"
"2730","Lutjanus synagris",19,15.3,18,99,"Hembra","Lutjanidae"
"2731","Lutjanus synagris",19.5,15.2,18.2,102,"Hembra","Lutjanidae"
"2732","Mugil incilis",41.5,31.7,37.3,509,"Hembra","Mugilidae"
"2733","Mugil incilis",42,32.3,38.3,537,"Hembra","Mugilidae"
"2734","Mugil incilis",36.2,28.3,32.9,275,"Macho","Mugilidae"
"2735","Mugil incilis",30.8,24.2,27.8,222,"Macho","Mugilidae"
"2736","Mugil incilis",39,31.3,35.8,417,"Hembra","Mugilidae"
"2737","Eugerres plumieri",24.8,18.3,20.2,247,"Macho","Gerreidae"
"2738","Caranx crysos",22.5,17.1,19.4,131,"Macho","Carangidae"
"2739","Mugil incilis",27.2,21.5,24.8,187,"Hembra","Mugilidae"
"2740","Mugil incilis",34.3,26.6,31.3,305,"Hembra","Mugilidae"
"2741","Mugil incilis",28.4,22.5,25.7,175,"Macho","Mugilidae"
"2742","Mugil incilis",27.4,21.7,24.9,182,"Hembra","Mugilidae"
"2743","Mugil incilis",31.8,25.4,28.8,222,"Hembra","Mugilidae"
"2744","Mugil incilis",37.8,30.4,34.9,413,"Hembra","Mugilidae"
"2745","Mugil incilis",30.4,24.2,27.6,216,"Macho","Mugilidae"
"2746","Mugil incilis",34,26.3,31,335,"Hembra","Mugilidae"
"2747","Mugil incilis",36.2,27.5,33,336,"Hembra","Mugilidae"
"2748","Mugil incilis",29.5,23.9,26.7,165,"Macho","Mugilidae"
"2749","Mugil incilis",28.9,23.1,26.4,230,"Macho","Mugilidae"
"2750","Mugil incilis",46.3,35.5,42.3,725,"Hembra","Mugilidae"
"2751","Lutjanus synagris",22.8,18.1,21.3,168,"Hembra","Lutjanidae"
"2752","Mugil incilis",32.6,25.6,29.6,309,"Macho","Mugilidae"
"2753","Mugil incilis",34.7,26.3,31.3,321,"Macho","Mugilidae"
"2754","Mugil incilis",35.3,26.5,31.7,286,"Hembra","Mugilidae"
"2755","Mugil incilis",40.8,30.6,36.6,553,"Hembra","Mugilidae"
"2756","Mugil incilis",45.3,35,42,694,"Hembra","Mugilidae"
"2757","Mugil incilis",36.6,29.3,33.5,376,"Hembra","Mugilidae"
"2758","Lutjanus synagris",20.5,16.5,19.3,114,"Macho","Lutjanidae"
"2759","Lutjanus synagris",18.6,14.9,17.5,92,"Macho","Lutjanidae"
"2760","Mugil incilis",33.2,26.3,30.3,299,"Hembra","Mugilidae"
"2761","Mugil incilis",25.1,19.9,23.1,141,"Macho","Mugilidae"
"2762","Lutjanus synagris",21.9,17.7,20.8,160,"Macho","Lutjanidae"
"2763","Mugil incilis",36.7,29.7,33.3,335,"Hembra","Mugilidae"
"2764","Mugil incilis",34.3,26.2,31.2,346,"Hembra","Mugilidae"
"2765","Mugil incilis",34,26,30.9,330,"Hembra","Mugilidae"
"2766","Lutjanus synagris",19.2,15.2,18.2,96,"Macho","Lutjanidae"
"2767","Eugerres plumieri",23.5,17.5,19.9,204,"Macho","Gerreidae"
"2768","Mugil incilis",26.1,20.8,24,160,"Macho","Mugilidae"
"2769","Mugil incilis",36.2,28,33,399,"Hembra","Mugilidae"
"2770","Mugil incilis",31.9,24.5,29.2,300,"Macho","Mugilidae"
"2771","Mugil incilis",32.6,25,29.8,290,"Macho","Mugilidae"
"2772","Mugil incilis",31.9,25.1,29,265,"Macho","Mugilidae"
"2773","Mugil incilis",28.8,22.7,26.1,189,"Hembra","Mugilidae"
"2774","Mugil incilis",35.5,29,32.8,322,"Hembra","Mugilidae"
"2775","Mugil incilis",36.7,28.8,33,310,"Hembra","Mugilidae"
"2776","Mugil incilis",30.3,24.2,27.5,216,"Hembra","Mugilidae"
"2777","Mugil incilis",33.4,26.6,30.5,279,"Hembra","Mugilidae"
"2778","Mugil incilis",21.7,17.5,20,90,"Hembra","Mugilidae"
"2779","Mugil incilis",19.9,16.1,18.2,75,"Hembra","Mugilidae"
"2780","Lutjanus synagris",24.5,19.9,23.6,208,"Hembra","Lutjanidae"
"2781","Lutjanus synagris",24.7,20.5,23.8,211,"Hembra","Lutjanidae"
"2782","Lutjanus synagris",23.6,18.8,22.7,194,"Macho","Lutjanidae"
"2783","Lutjanus synagris",23.6,18.8,22.1,196,"Hembra","Lutjanidae"
"2784","Lutjanus synagris",21.2,16.8,19.5,123,"Hembra","Lutjanidae"
"2785","Lutjanus synagris",22,17.8,20.7,160,"Hembra","Lutjanidae"
"2786","Lutjanus synagris",23.6,18.8,22.1,200,"Macho","Lutjanidae"
"2787","Mugil incilis",29.6,22.5,26.7,233,"Macho","Mugilidae"
"2788","Mugil incilis",33.5,26.2,30.8,304,"Macho","Mugilidae"
"2789","Mugil incilis",40,30.5,37,486,"Hembra","Mugilidae"
"2790","Mugil incilis",41.6,32,38,606,"Hembra","Mugilidae"
"2791","Mugil incilis",31,25.3,28.9,210,"Macho","Mugilidae"
"2792","Mugil incilis",30,24.4,27.9,253,"Macho","Mugilidae"
"2793","Mugil incilis",35.4,28.7,32.4,324,"Hembra","Mugilidae"
"2794","Mugil incilis",37.3,28.5,33.8,369,"Macho","Mugilidae"
"2795","Mugil incilis",32.8,26.3,29.7,248,"Macho","Mugilidae"
"2796","Mugil incilis",36.2,29.9,33.3,353,"Macho","Mugilidae"
"2797","Mugil incilis",28.2,22.4,25.5,170,"Macho","Mugilidae"
"2798","Mugil incilis",32.5,26,29.3,237,"Hembra","Mugilidae"
"2799","Mugil incilis",34.9,27.8,31.8,276,"Hembra","Mugilidae"
"2800","Mugil incilis",35.1,28.2,32.1,291,"Macho","Mugilidae"
"2801","Mugil incilis",34.5,28.2,31.8,301,"Hembra","Mugilidae"
"2802","Mugil incilis",32.4,25.3,29.8,288,"Hembra","Mugilidae"
"2803","Mugil incilis",35.5,27.3,32,357,"Macho","Mugilidae"
"2804","Mugil incilis",33.7,27.1,30.9,320,"Hembra","Mugilidae"
"2805","Mugil incilis",34.3,27.6,31.5,270,"Hembra","Mugilidae"
"2806","Mugil incilis",21.3,17.3,19.5,86,"Hembra","Mugilidae"
"2807","Mugil incilis",23.2,18.7,21.4,110,"Hembra","Mugilidae"
"2808","Mugil incilis",23.3,18.7,21.3,117,"Hembra","Mugilidae"
"2809","Mugil incilis",39.9,31.6,36.3,410,"Hembra","Mugilidae"
"2810","Lutjanus synagris",20.5,16.1,18.9,120,"Macho","Lutjanidae"
"2811","Lutjanus synagris",20.2,16.2,18.9,116,"Macho","Lutjanidae"
"2812","Lutjanus synagris",19.9,15.7,18.5,104,"Hembra","Lutjanidae"
"2813","Lutjanus synagris",18.6,14.9,17.6,90,"Macho","Lutjanidae"
"2814","Lutjanus synagris",18.9,15,17.7,92,"Hembra","Lutjanidae"
"2815","Lutjanus synagris",19.6,15,18.1,99,"Macho","Lutjanidae"
"2816","Lutjanus synagris",20.2,16,18.8,115,"Macho","Lutjanidae"
"2817","Mugil incilis",32.7,25.3,29.7,278,"Macho","Mugilidae"
"2818","Mugil incilis",35.2,27,32,346,"Macho","Mugilidae"
"2819","Mugil incilis",30.6,23.5,27.6,257,"Macho","Mugilidae"
"2820","Mugil incilis",29.2,22.2,26.5,249,"Macho","Mugilidae"
"2821","Mugil incilis",37.4,28.5,34,414,"Hembra","Mugilidae"
"2822","Mugil incilis",32.6,25.3,29.3,275,"Hembra","Mugilidae"
"2823","Mugil incilis",28.4,22.2,25.4,160,"Macho","Mugilidae"
"2824","Mugil incilis",36.3,29.2,33.1,390,"Hembra","Mugilidae"
"2825","Mugil incilis",33.9,27.5,31.3,331,"Hembra","Mugilidae"
"2826","Mugil incilis",33.5,26.9,30.8,285,"Macho","Mugilidae"
"2827","Caranx crysos",29,22.2,24.7,240,"Hembra","Carangidae"
"2828","Caranx crysos",24.1,18.6,20.5,160,"Hembra","Carangidae"
"2829","Lutjanus synagris",20.6,16,19.2,122,"Macho","Lutjanidae"
"2830","Lutjanus synagris",22.6,17.8,21.3,165,"Macho","Lutjanidae"
"2831","Mugil incilis",26,20.8,23.8,146,"Hembra","Mugilidae"
"2832","Mugil incilis",25,20.2,23.1,137,"Hembra","Mugilidae"
"2833","Mugil incilis",22.5,17.9,20.5,97,"Hembra","Mugilidae"
"2834","Mugil incilis",23.4,18.7,21.3,112,"Hembra","Mugilidae"
"2835","Mugil incilis",24,19.4,21.9,110,"Hembra","Mugilidae"
"2836","Mugil incilis",22.4,18,20.5,104,"Hembra","Mugilidae"
"2837","Mugil incilis",23,18.5,21,109,"Hembra","Mugilidae"
"2838","Mugil incilis",42.7,33.4,39.4,584,"Hembra","Mugilidae"
"2839","Mugil incilis",36.4,29.1,33.1,380,"Hembra","Mugilidae"
"2840","Mugil incilis",38.5,33.4,34.6,385,"Hembra","Mugilidae"
"2841","Mugil incilis",31.4,24,28.3,251,"Hembra","Mugilidae"
"2842","Mugil incilis",37.3,30.4,34.2,370,"Hembra","Mugilidae"
"2843","Mugil incilis",35.7,28.3,32.8,340,"Hembra","Mugilidae"
"2844","Mugil incilis",28.9,23.1,26.4,170,"Hembra","Mugilidae"
"2845","Mugil incilis",28.1,22.2,25.6,190,"Hembra","Mugilidae"
"2846","Mugil incilis",36.6,28.5,33,312,"Hembra","Mugilidae"
"2847","Mugil incilis",47.2,37.2,44.3,751,"Hembra","Mugilidae"
"2848","Mugil incilis",32.7,25,29.8,320,"Macho","Mugilidae"
"2849","Mugil incilis",31.6,25.4,28.8,278,"Hembra","Mugilidae"
